ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
577,Rice,Aphids,Hot,Red Soil,Seedling,Low,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Combine with sanitation and scouting.
578,Rice,Aphids,Hot,Red Soil,Seedling,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
579,Rice,Aphids,Hot,Red Soil,Seedling,High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Combine with sanitation and scouting.
580,Rice,Aphids,Hot,Red Soil,Seedling,Very High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Combine with sanitation and scouting.
581,Rice,Aphids,Hot,Red Soil,Vegetative,Low,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Follow label instructions and local agricultural guidance.
582,Rice,Aphids,Hot,Red Soil,Vegetative,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
583,Rice,Aphids,Hot,Red Soil,Vegetative,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Do not mix without expert advice.
584,Rice,Aphids,Hot,Red Soil,Vegetative,Very High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Recheck the crop 3 to 5 days after use.
585,Rice,Aphids,Hot,Red Soil,Flowering,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Use only after field diagnosis.
586,Rice,Aphids,Hot,Red Soil,Flowering,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Rotate modes of action where relevant.
587,Rice,Aphids,Hot,Red Soil,Flowering,High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Use only after field diagnosis.
588,Rice,Aphids,Hot,Red Soil,Flowering,Very High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Recheck the crop 3 to 5 days after use.
589,Rice,Aphids,Hot,Red Soil,Fruiting,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Do not mix without expert advice.
590,Rice,Aphids,Hot,Red Soil,Fruiting,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Do not mix without expert advice.
591,Rice,Aphids,Hot,Red Soil,Fruiting,High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
592,Rice,Aphids,Hot,Red Soil,Fruiting,Very High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Do not mix without expert advice.
593,Rice,Aphids,Hot,Red Soil,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Follow label instructions and local agricultural guidance.
594,Rice,Aphids,Hot,Red Soil,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Use only after field diagnosis.
595,Rice,Aphids,Hot,Red Soil,Transplant Recovery,High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Recheck the crop 3 to 5 days after use.
596,Rice,Aphids,Hot,Red Soil,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Follow label instructions and local agricultural guidance.
597,Rice,Aphids,Hot,Red Soil,Pre-harvest,Low,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Combine with sanitation and scouting.
598,Rice,Aphids,Hot,Red Soil,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Follow label instructions and local agricultural guidance.
599,Rice,Aphids,Hot,Red Soil,Pre-harvest,High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Do not mix without expert advice.
600,Rice,Aphids,Hot,Red Soil,Pre-harvest,Very High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Red soil may require nutrient balancing and moisture support. Start field scouting early. Follow label instructions and local agricultural guidance.
601,Rice,Aphids,Hot,Black Soil,Seedling,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
602,Rice,Aphids,Hot,Black Soil,Seedling,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Use only after field diagnosis.
603,Rice,Aphids,Hot,Black Soil,Seedling,High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
604,Rice,Aphids,Hot,Black Soil,Seedling,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
605,Rice,Aphids,Hot,Black Soil,Vegetative,Low,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
606,Rice,Aphids,Hot,Black Soil,Vegetative,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Use only after field diagnosis.
607,Rice,Aphids,Hot,Black Soil,Vegetative,High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Do not mix without expert advice.
608,Rice,Aphids,Hot,Black Soil,Vegetative,Very High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
609,Rice,Aphids,Hot,Black Soil,Flowering,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
610,Rice,Aphids,Hot,Black Soil,Flowering,Medium,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Use only after field diagnosis.
611,Rice,Aphids,Hot,Black Soil,Flowering,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Combine with sanitation and scouting.
612,Rice,Aphids,Hot,Black Soil,Flowering,Very High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
613,Rice,Aphids,Hot,Black Soil,Fruiting,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
614,Rice,Aphids,Hot,Black Soil,Fruiting,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
615,Rice,Aphids,Hot,Black Soil,Fruiting,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Rotate modes of action where relevant.
616,Rice,Aphids,Hot,Black Soil,Fruiting,Very High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Use only after field diagnosis.
617,Rice,Aphids,Hot,Black Soil,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Rotate modes of action where relevant.
618,Rice,Aphids,Hot,Black Soil,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Combine with sanitation and scouting.
619,Rice,Aphids,Hot,Black Soil,Transplant Recovery,High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Rotate modes of action where relevant.
620,Rice,Aphids,Hot,Black Soil,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
621,Rice,Aphids,Hot,Black Soil,Pre-harvest,Low,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Do not mix without expert advice.
622,Rice,Aphids,Hot,Black Soil,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Rotate modes of action where relevant.
623,Rice,Aphids,Hot,Black Soil,Pre-harvest,High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
624,Rice,Aphids,Hot,Black Soil,Pre-harvest,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Rotate modes of action where relevant.
625,Rice,Aphids,Hot,Silty,Seedling,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Use only after field diagnosis.
626,Rice,Aphids,Hot,Silty,Seedling,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Use only after field diagnosis.
627,Rice,Aphids,Hot,Silty,Seedling,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Do not mix without expert advice.
628,Rice,Aphids,Hot,Silty,Seedling,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Do not mix without expert advice.
629,Rice,Aphids,Hot,Silty,Vegetative,Low,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Combine with sanitation and scouting.
630,Rice,Aphids,Hot,Silty,Vegetative,Medium,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Use only after field diagnosis.
631,Rice,Aphids,Hot,Silty,Vegetative,High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
632,Rice,Aphids,Hot,Silty,Vegetative,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Follow label instructions and local agricultural guidance.
633,Rice,Aphids,Hot,Silty,Flowering,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Combine with sanitation and scouting.
634,Rice,Aphids,Hot,Silty,Flowering,Medium,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Use only after field diagnosis.
635,Rice,Aphids,Hot,Silty,Flowering,High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
636,Rice,Aphids,Hot,Silty,Flowering,Very High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Avoid excess nitrogen application. Use only after field diagnosis.
637,Rice,Aphids,Hot,Silty,Fruiting,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
638,Rice,Aphids,Hot,Silty,Fruiting,Medium,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Combine with sanitation and scouting.
639,Rice,Aphids,Hot,Silty,Fruiting,High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Follow label instructions and local agricultural guidance.
640,Rice,Aphids,Hot,Silty,Fruiting,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Combine with sanitation and scouting.
641,Rice,Aphids,Hot,Silty,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Follow label instructions and local agricultural guidance.
642,Rice,Aphids,Hot,Silty,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Rotate modes of action where relevant.
643,Rice,Aphids,Hot,Silty,Transplant Recovery,High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Recheck the crop 3 to 5 days after use.
644,Rice,Aphids,Hot,Silty,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Use only after field diagnosis.
645,Rice,Aphids,Hot,Silty,Pre-harvest,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Rotate modes of action where relevant.
646,Rice,Aphids,Hot,Silty,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Recheck the crop 3 to 5 days after use.
647,Rice,Aphids,Hot,Silty,Pre-harvest,High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Remove heavily infested shoots. Combine with sanitation and scouting.
648,Rice,Aphids,Hot,Silty,Pre-harvest,Very High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Silty soil can be fertile but needs erosion control. Start field scouting early. Recheck the crop 3 to 5 days after use.
649,Rice,Aphids,Hot,Well-drained,Seedling,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Do not mix without expert advice.
650,Rice,Aphids,Hot,Well-drained,Seedling,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Combine with sanitation and scouting.
651,Rice,Aphids,Hot,Well-drained,Seedling,High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
652,Rice,Aphids,Hot,Well-drained,Seedling,Very High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Combine with sanitation and scouting.
653,Rice,Aphids,Hot,Well-drained,Vegetative,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Follow label instructions and local agricultural guidance.
654,Rice,Aphids,Hot,Well-drained,Vegetative,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Do not mix without expert advice.
655,Rice,Aphids,Hot,Well-drained,Vegetative,High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Follow label instructions and local agricultural guidance.
656,Rice,Aphids,Hot,Well-drained,Vegetative,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Use only after field diagnosis.
657,Rice,Aphids,Hot,Well-drained,Flowering,Low,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Combine with sanitation and scouting.
658,Rice,Aphids,Hot,Well-drained,Flowering,Medium,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
659,Rice,Aphids,Hot,Well-drained,Flowering,High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Rotate modes of action where relevant.
660,Rice,Aphids,Hot,Well-drained,Flowering,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Do not mix without expert advice.
661,Rice,Aphids,Hot,Well-drained,Fruiting,Low,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Rotate modes of action where relevant.
662,Rice,Aphids,Hot,Well-drained,Fruiting,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
663,Rice,Aphids,Hot,Well-drained,Fruiting,High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Follow label instructions and local agricultural guidance.
664,Rice,Aphids,Hot,Well-drained,Fruiting,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Do not mix without expert advice.
665,Rice,Aphids,Hot,Well-drained,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Start field scouting early. Follow label instructions and local agricultural guidance.
